time,z3
-8.0,0.0
0.0,0.04110763137134174
0.1,0.044393304585769656
0.2,0.04750377770836923
0.30000000000000004,0.05042677512276553
0.4,0.053150761093554426
0.5,0.05566498529258006
0.6000000000000001,0.05795952522556862
0.7000000000000001,0.0600253253916802
0.8,0.061854233021433475
0.9,0.06343903025196224
1.0,0.06477346261262255
1.1,0.06585226370853108
1.2000000000000002,0.06667117600461957
1.3,0.06722696762818083
1.4000000000000001,0.06751744512359369
1.5,0.06754146210889031
1.6,0.06729892380000205
1.7000000000000002,0.06679078738482884
1.8,0.06601905824565597
1.9000000000000001,0.0649867820448262
2.0,0.06369803270490212
2.1,0.0621578963307548
2.2,0.06037245113703164
2.3000000000000003,0.05834874346021995
2.4000000000000004,0.05609475994997601
2.5,0.05361939604946762
2.6,0.0509324208891239
2.7,0.04804443873234056
2.8000000000000003,0.044966847125296854
2.9000000000000004,0.041711791916047965
3.0,0.03829211932041147
3.1,0.03472132522382257
3.2,0.031013501919239857
3.3000000000000003,0.027183282491303185
3.4000000000000004,0.02324578306623381
3.5,0.019216543155390127
3.6,0.015111464327915575
3.7,0.010946747454510089
3.8000000000000003,0.006738828769994853
3.9000000000000004,0.0025043150070024637
4.0,-0.0017400821432098368
4.1000000000000005,-0.005977611984170861
4.2,-0.01019155092154145
4.3,-0.014365268463501437
4.4,-0.01848229285370294
4.5,-0.022526376077767234
4.6000000000000005,-0.026481557986774946
4.7,-0.030332229284681836
4.800000000000001,-0.034063193131079535
4.9,-0.03765972511618152
5.0,-0.04110763137134175
5.1000000000000005,-0.0443933045857697
5.2,-0.047503777708369235
5.300000000000001,-0.05042677512276554
5.4,-0.053150761093554426
5.5,-0.055664985292580044
5.6000000000000005,-0.057959525225568624
5.7,-0.0600253253916802
5.800000000000001,-0.06185423302143346
5.9,-0.06343903025196224
6.0,-0.06477346261262255
6.1000000000000005,-0.06585226370853108
6.2,-0.06667117600461957
6.300000000000001,-0.06722696762818083
6.4,-0.06751744512359369
6.5,-0.06754146210889031
6.6000000000000005,-0.06729892380000205
6.7,-0.06679078738482884
6.800000000000001,-0.06601905824565596
6.9,-0.0649867820448262
7.0,-0.06369803270490212
7.1000000000000005,-0.0621578963307548
7.2,-0.060372451137031664
7.300000000000001,-0.05834874346021995
7.4,-0.056094759949976016
7.5,-0.05361939604946764
7.6000000000000005,-0.050932420889123906
7.7,-0.04804443873234058
7.800000000000001,-0.04496684712529686
7.9,-0.041711791916047965
8.0,-0.038292119320411495
8.1,-0.03472132522382263
8.200000000000001,-0.03101350191923984
8.3,-0.027183282491303196
8.4,-0.023245783066233844
8.5,-0.019216543155390165
8.6,-0.015111464327915639
8.700000000000001,-0.010946747454510066
8.8,-0.006738828769994861
8.9,-0.0025043150070025023
9.0,0.0017400821432097986
9.1,0.005977611984170763
9.200000000000001,0.010191550921541472
9.3,0.01436526846350146
9.4,0.0184822928537029
9.5,0.0225263760777672
9.600000000000001,0.026481557986774908
9.700000000000001,0.030332229284681853
9.8,0.03406319313107953
9.9,0.037659725116181486
10.0,0.04110763137134172
10.100000000000001,0.04439330458576966
10.200000000000001,0.04750377770836925
10.3,0.050426775122765534
10.4,0.05315076109355442
10.5,0.055664985292580044
10.600000000000001,0.057959525225568624
10.700000000000001,0.06002532539168022
10.8,0.06185423302143348
10.9,0.06343903025196224
11.0,0.06477346261262254
11.100000000000001,0.06585226370853108
11.200000000000001,0.06667117600461958
11.3,0.06722696762818083
11.4,0.06751744512359369
11.5,0.06754146210889031
11.600000000000001,0.06729892380000205
11.700000000000001,0.06679078738482884
11.8,0.06601905824565596
11.9,0.0649867820448262
12.0,0.06369803270490212
12.100000000000001,0.06215789633075478
12.200000000000001,0.06037245113703163
12.3,0.058348743460219954
12.4,0.056094759949976016
12.5,0.053619396049467645
12.600000000000001,0.05093242088912387
12.700000000000001,0.048044438732340544
12.8,0.04496684712529687
12.9,0.04171179191604797
13.0,0.0382921193204115
13.100000000000001,0.034721325223822534
13.200000000000001,0.031013501919239846
13.3,0.027183282491303203
13.4,0.023245783066233854
13.5,0.019216543155390172
13.600000000000001,0.015111464327915531
13.700000000000001,0.010946747454510075
13.8,0.00673882876999487
13.9,0.00250431500700251
14.0,-0.0017400821432097904
14.100000000000001,-0.005977611984170874
14.200000000000001,-0.010191550921541464
14.3,-0.014365268463501451
14.4,-0.018482292853702894
14.5,-0.022526376077767193
14.600000000000001,-0.026481557986774956
14.700000000000001,-0.030332229284681846
14.8,-0.03406319313107952
14.9,-0.037659725116181486
15.0,-0.04110763137134171
15.100000000000001,-0.044393304585769705
