time,z3
-8.0,0.0
0.0,0.0562284583440437
0.1,0.06076609291711569
0.2,0.06518135266596403
0.30000000000000004,0.06946534584504892
0.4,0.07360944506223274
0.5,0.07760530465319972
0.6000000000000001,0.08144487748851315
0.7000000000000001,0.08512043117946315
0.8,0.08862456365006849
0.9,0.09195021804387256
1.0,0.09509069693551303
1.1,0.09803967581844536
1.2000000000000002,0.10079121584165718
1.3,0.10333977576972392
1.4000000000000001,0.10568022314211947
1.5,0.10780784460930878
1.6,0.10971835542480637
1.7000000000000002,0.1114079080740856
1.8,0.11287310002296097
1.9000000000000001,0.11411098056983901
2.0,0.11511905678803873
2.1,0.1158952985462141
2.2,0.11643814259676843
2.3000000000000003,0.11674649572402705
2.4000000000000004,0.11681973694582809
2.5,0.11665771876409797
2.6,0.11626076746189291
2.7,0.11562968244630821
2.8000000000000003,0.11476573463857882
2.9000000000000004,0.11367066391461303
3.0,0.11234667560111407
3.1,0.11079643603434541
3.2,0.10902306719048463
3.3000000000000003,0.10703014039837862
3.4000000000000004,0.1048216691473628
3.5,0.10240210100462753
3.6,0.09977630865840978
3.7,0.09694958010504748
3.8000000000000003,0.09392760799965866
3.9000000000000004,0.09071647819189155
4.0,0.0873226574698334
4.1000000000000005,0.08375298053675988
4.2,0.08001463624695218
4.3,0.07611515312830129
4.4,0.0720623842208547
4.5,0.0678644912618389
4.6000000000000005,0.06352992824900662
4.7,0.05906742441541084
4.800000000000001,0.054485966649890465
4.9,0.049794781398673
5.0,0.045003316084539
5.1000000000000005,0.04012122008097033
5.2,0.03515832527959613
5.300000000000001,0.030124626290071104
5.4,0.025030260312262444
5.5,0.019885486721277688
5.6000000000000005,0.014700666406449087
5.7,0.009486240905881339
5.800000000000001,0.004252711378582925
5.9,-0.00098938254346984
6.0,-0.0062294839807497384
6.1000000000000005,-0.011457040066328568
6.2,-0.016661523197946723
6.300000000000001,-0.021832452239203628
6.4,-0.026959413627170827
6.5,-0.0320320823439226
6.6000000000000005,-0.03704024270974751
6.7,-0.04197380895616778
6.800000000000001,-0.04682284553733527
6.9,-0.05157758713889788
7.0,-0.0562284583440437
7.1000000000000005,-0.060766092917115745
