time,z3
-8.0,0.0
0.0,0.005431019037660055
0.1,0.005849962335476351
0.2,0.006204812221761849
0.30000000000000004,0.00649168088690529
0.4,0.006707425337780237
0.5,0.006849681833035475
0.6000000000000001,0.0069168917807399
0.7000000000000001,0.00690831881464188
0.8,0.006824056861951992
0.9,0.0066650291142568525
1.0,0.006432977912838906
1.1,0.006130445659220722
1.2000000000000002,0.00576074696008189
1.3,0.005327932311734595
1.4000000000000001,0.004836743722038422
1.5,0.004292562755969904
1.6,0.003701351574070471
1.7000000000000002,0.00306958760976791
1.8,0.002404192601260231
1.9000000000000001,0.0017124567555034957
2.0,0.0010019588751788496
2.1,0.00028048332374437293
2.2,-0.0004440652616799622
2.3000000000000003,-0.0011637485751706954
2.4000000000000004,-0.001870681615741813
2.5,-0.0025571190770655684
2.6,-0.00321554020666943
2.7,-0.0038387312048739682
2.8000000000000003,-0.004419864260691764
2.9000000000000004,-0.0049525723587533575
3.0,-0.005431019037660054
3.1,-0.00584996233547635
3.2,-0.006204812221761849
3.3000000000000003,-0.006491680886905289
3.4000000000000004,-0.006707425337780238
3.5,-0.006849681833035475
3.6,-0.0069168917807399
3.7,-0.00690831881464188
3.8000000000000003,-0.006824056861951992
3.9000000000000004,-0.0066650291142568525
4.0,-0.006432977912838907
4.1000000000000005,-0.006130445659220723
4.2,-0.0057607469600818905
4.3,-0.005327932311734599
4.4,-0.004836743722038422
4.5,-0.0042925627559699045
4.6000000000000005,-0.00370135157407047
4.7,-0.0030695876097679166
4.800000000000001,-0.002404192601260232
4.9,-0.0017124567555034994
5.0,-0.0010019588751788565
5.1000000000000005,-0.00028048332374437375
5.2,0.0004440652616799552
5.300000000000001,0.0011637485751706947
5.4,0.001870681615741812
5.5,0.0025571190770655675
5.6000000000000005,0.003215540206669429
5.7,0.0038387312048739674
5.800000000000001,0.004419864260691763
5.9,0.004952572358753357
6.0,0.005431019037660054
6.1000000000000005,0.005849962335476349
6.2,0.006204812221761846
6.300000000000001,0.006491680886905289
6.4,0.0067074253377802364
6.5,0.006849681833035474
6.6000000000000005,0.0069168917807399
6.7,0.00690831881464188
6.800000000000001,0.006824056861951992
6.9,0.006665029114256855
7.0,0.006432977912838908
7.1000000000000005,0.006130445659220723
7.2,0.005760746960081894
7.300000000000001,0.005327932311734599
7.4,0.004836743722038433
7.5,0.00429256275596991
7.6000000000000005,0.003701351574070475
7.7,0.0030695876097679227
7.800000000000001,0.0024041926012602385
7.9,0.0017124567555035003
8.0,0.0010019588751788635
8.1,0.00028048332374439305
8.200000000000001,-0.00044406526167995434
8.3,-0.0011637485751706815
8.4,-0.001870681615741805
8.5,-0.0025571190770655554
8.6,-0.0032155402066694175
8.700000000000001,-0.003838731204873962
8.8,-0.004419864260691758
8.9,-0.004952572358753348
9.0,-0.00543101903766005
9.1,-0.005849962335476342
9.200000000000001,-0.006204812221761848
9.3,-0.006491680886905288
9.4,-0.006707425337780233
9.5,-0.006849681833035472
9.600000000000001,-0.0069168917807399
9.700000000000001,-0.00690831881464188
9.8,-0.006824056861951994
9.9,-0.006665029114256855
10.0,-0.006432977912838912
10.100000000000001,-0.006130445659220724
10.200000000000001,-0.005760746960081895
10.3,-0.0053279323117346
10.4,-0.004836743722038433
10.5,-0.004292562755969911
10.600000000000001,-0.003701351574070476
10.700000000000001,-0.0030695876097679123
10.8,-0.002404192601260239
10.9,-0.0017124567555035128
11.0,-0.0010019588751788643
11.100000000000001,-0.0002804833237443816
11.200000000000001,0.0004440652616799536
11.3,0.0011637485751706809
11.4,0.0018706816157418045
11.5,0.0025571190770655545
11.600000000000001,0.003215540206669428
11.700000000000001,0.0038387312048739613
11.8,0.004419864260691757
11.9,0.004952572358753347
12.0,0.005431019037660049
12.100000000000001,0.005849962335476348
12.200000000000001,0.006204812221761842
12.3,0.006491680886905287
12.4,0.006707425337780232
12.5,0.006849681833035472
